ORDER,First Name,Last Name,Mailing Street,Mailing City,Mailing State,Mailing Zip,Phone,Phone to Name,Phone Is Valid,Phone Line Type,Phone Is Prepaid,Phone Is Commercial,Address to Name,Address Is Valid,Address Type,Address Is Active,Address Is Commercial,Call Disposition
4954,Dennis,Ennis,2732 Happy Hollow Road,Fayetteville,NC,28306,512-630-6780,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
4955,Alejandra,Duncan,3432 Barnes Street,Orlando,FL,32808,301-833-2700,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4956,Edmund,Wilson,3470 Elm Drive,Garden City,NY,11530,814-528-6075,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
4957,Patricia,Titus,4169 Trails End Road,Hialeah,FL,33012,513-722-7490,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
4958,Michael,Lopez,2595 Jarvis Street,Buffalo,NY,14202,209-688-2168,Match,TRUE,Fixed VOIP,FALSE,TRUE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,2
4959,Celia,Maas,1516 Railroad Street,Newberry,MI,49868,360-828-9463,No match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,PO box,TRUE,FALSE,2
4960,Carole,Garrick,14 Arlington Avenue,Knoxville,TN,37909,580-225-0055,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
4961,Kristy,Eslinger,2796 Alfred Drive,Brooklyn,NY,11208,612-235-9438,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Unknown address type,Unknown,TRUE,6
4962,Tony,Davis,4595 Terry Lane,Orlando,FL,32801,508-543-2398,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,6
4963,Imogene,Kegler,1674 Barfield Lane,Indianapolis,IN,46250,832-752-9147,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
4964,Paul,Dahlberg,4943 Selah Way,Burlington,VT,5401,520-295-8485,No match,TRUE,Landline,FALSE,FALSE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,6
4965,Eric,Stewart,3302 Green Acres Road,Rocky Mount,NC,27801,317-287-6417,Match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4966,Joseph,Chapman,599 Armory Road,Wilmington,NC,28403,262-661-6717,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,1
4967,Maria,Christian,4435 Bartlett Avenue,Farmington Hills,MI,48335,252-568-8274,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4968,Lois,Silver,3365 Dane Street,The Dalles,WA,97058,715-467-9376,No match,TRUE,Mobile,Unknown,TRUE,No match,TRUE,Commercial mail drop,TRUE,TRUE,3
4969,Whitney,Ives,4615 Glenwood Avenue,Cleveland Heights,OH,44118,504-349-1218,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
4970,Marvin,Hackworth,4472 Big Elm,Blue Springs,MO,64015,516-257-0593,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,FALSE,2
4971,Jason,Livingston,312 Vine Street,Highland Park,IL,60035,920-599-3893,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
4972,Johnny,McGinnis,3211 Clover Drive,Colorado Springs,CO,80918,719-235-8119,No match,TRUE,Fixed VOIP,FALSE,FALSE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,1
4973,John,Lord,1812 Kincheloe Road,Portland,OR,97205,315-334-5356,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4974,Thomas,Tarnowski,1803 Pratt Avenue,Orchards,WA,98662,214-317-5707,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4975,Jennifer,Fogle,4514 Stockert Hollow Road,Tukwila,WA,98188,601-504-0788,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
4976,Harriet,Rigdon,3614 Cottrill Lane,Saint Louis,MO,63146,503-321-6885,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
4977,William,Chang,3155 Carolina Avenue,Mcallen,TX,78501,573-830-0160,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4978,Kathie,Hiers,4912 B Street,Farmington,MN,55024,660-214-1862,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4979,Denise,Edwards,4554 Dogwood Road,Phoenix,AZ,85003,308-684-2262,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4980,Jennifer,Isom,909 Wayback Lane,Westbury,NY,11590,315-389-1929,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
4981,Jerry,Guest,24 Jadewood Drive,Hammond,IN,46320,212-421-7951,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4982,Donna,Curran,2814 Gregory Lane,Louisville,KY,40299,620-449-2477,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
4983,Nicole,Bishop,3153 Grand Avenue,Orlando,FL,32805,701-639-9407,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
4984,Jacqueline,Murdock,1592 Cooks Mine Road,Los Alamos,NM,87544,985-269-8911,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
4985,Herman,Wheeler,2636 Marcus Street,Decatur,AL,35601,760-820-5083,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
4986,Dale,Jaggers,4383 Grand Avenue,Orlando,FL,32805,267-863-4599,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,FALSE,1
4987,Terry,Freeland,802 Cody Ridge Road,Leedey,OK,73654,662-547-6168,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
4988,Crystal,Roof,2033 Quarry Drive,Montgomery,AL,36117,270-694-7194,No name found,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,5
4989,Tonya,Kendall,4231 Ritter Avenue,Detroit,MI,48226,515-659-1507,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,3
4990,Dorothy,Ferrante,1838 Tecumsah Lane,Shreveport,LA,71106,507-847-6533,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,5
4991,Steven,Stanley,4131 Charles Street,Livonia,MI,48154,816-440-3307,No name found,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
4992,Jennifer,Wells,1359 Ash Street,Dallas,TX,75240,267-354-6770,Match,TRUE,Non-fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,3
4993,Cassandra,Macdonald,251 Broadcast Drive,Beltsville,VA,20705,567-703-9834,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4994,Alyssa,Davis,3346 Philli Lane,Tulsa,OK,74103,626-210-6417,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
4995,Priscilla,Becker,2231 Tennessee Avenue,Westland,MI,48185,786-778-2420,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
4996,Annette,Perez,3740 Chatham Way,Reston,MD,22091,972-664-1104,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
4997,Alexa,Hoover,1443 Deer Ridge Drive,Freehold,NJ,7728,740-445-4893,No match,TRUE,Mobile,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
4998,Misty,Limon,1234 Davis Lane,Centennial,CO,80112,307-709-1416,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,FALSE,6
4999,Guillermo,Garcia,3986 Sweetwood Drive,Castle Rock,CO,80104,205-924-0544,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5000,Verline,Lewis,164 Reynolds Alley,Paramount,CA,90723,919-490-5606,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Unknown address type,Unknown,TRUE,2
5001,Elizabeth,Delaney,4197 Jones Avenue,Winston Salem,NC,27001,606-271-9551,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5002,Ethel,Donahue,324 Del Dew Drive,Washington,MD,20024,619-660-3564,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5003,Idella,Loftus,1991 Summit Street,Waukon,IA,52172,248-431-2229,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
5004,Jessica,Williams,2697 Hanover Street,New York,NY,10016,412-945-7324,No name found,TRUE,Tollfree,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
5005,Tina,Carter,3568 Frank Avenue,Springfield,MA,1103,603-488-6247,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5006,Isabel,Blakeney,345 Euclid Avenue,Santa Barbara,CA,93101,786-208-4561,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
5007,Jennifer,Boyd,3784 Big Elm,Lenexa,MO,66214,806-896-6206,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,5
5008,Pedro,Clare,450 Renwick Drive,Philadelphia,PA,19108,513-830-0428,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,3
5009,Richard,Strang,782 Renwick Drive,Plymouth Meeting,PA,19462,213-917-6938,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5010,Elizabeth,Green,2482 Gore Street,Houston,TX,77017,901-214-6397,No match,TRUE,Mobile,TRUE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,5
5011,Brock,Richardson,1210 Derek Drive,Akron,OH,44311,773-880-0432,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5012,Daniel,McDaniel,2504 Capitol Avenue,Indianapolis,IN,46225,919-431-0902,No match,TRUE,Fixed VOIP,FALSE,TRUE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,2
5013,Naomi,Strine,4889 Five Points,Easton,MD,21601,314-524-2699,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,2
5014,Dale,Meyer,2344 Edsel Road,Burbank,CA,91504,517-689-2313,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5015,Annie,Booker,3413 Brannon Avenue,Jacksonville,FL,32277,914-988-7863,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
5016,Tonya,Becker,272 Woodrow Way,Houston,TX,77006,443-655-5559,No name found,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5017,Kelley,McCutcheon,1855 Harvest Lane,Los Angeles,CA,90017,814-894-1494,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
5018,Jose,Caldwell,2102 Rockwell Lane,New Bern,NC,28560,516-303-5984,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
5019,Brent,McMichael,1156 Illinois Avenue,Wilsonville,OR,97070,307-352-4665,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,2
5020,Susan,Darosa,4539 Middleville Road,Los Angeles,CA,90017,806-729-1053,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5021,Blair,Grady,2864 Green Avenue,Hayward,CA,94545,281-859-2378,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5022,Matthew,Johnson,4472 Hilltop Drive,Morton,TX,79346,708-756-0871,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
5023,Lisa,Fuller,2731 Boring Lane,San Francisco,CA,94115,785-668-8331,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,TRUE,2
5024,Charles,Clements,1868 Browning Lane,Madison,WI,53703,505-530-4560,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
5025,Wanda,Burns,809 Briarwood Drive,Camden,NJ,8102,203-561-2284,No match,TRUE,Tollfree,Unknown,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
5026,Sue,Vinson,1402 Arthur Avenue,Leonore,IL,61332,713-989-1748,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5027,Raymond,Pereyra,2812 American Drive,Holley Navarre,FL,32569,770-202-7841,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,3
5028,Lyle,Leonard,3280 Horner Street,Boardman,OH,44512,615-694-9269,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
5029,Tom,Gaines,1543 Brookside Drive,Tuscaloosa,AL,35401,770-393-6692,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5030,David,Ward,3253 Pick Street,Mountain View,CO,82939,774-313-6666,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5031,Thad,Powell,3469 Eagle Lane,Marcell,MN,56637,734-316-7128,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5032,Gay,Bennett,4765 Honeysuckle Lane,Seattle,WA,98119,571-338-2838,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5033,Roger,Thomas,1363 Elk Creek Road,Marietta,GA,30064,850-991-1703,Not Valid,FALSE,No Type,No Phone,No Phone,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,2
5034,Lauralee,Goodson,4229 Wescam Court,Sparks,NV,89431,818-528-8475,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
5035,Isaac,Jones,76 John Daniel Drive,Belleview,MO,63623,646-329-5377,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5036,Diane,Martin,3056 Angie Drive,Santa Ana,CA,92705,209-613-1750,No match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Single unit,TRUE,TRUE,3
5037,Angela,Leftwich,1111 John Calvin Drive,Schaumburg,IL,60173,540-820-8462,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
5038,Angelina,Mendez,3846 Locust Court,Artesia,CA,90701,650-478-0043,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
5039,Nancy,Hopkins,1740 Adams Avenue,Silver Spring,MD,20910,508-507-2625,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
5040,Thomas,Coleman,1593 Centennial Farm Road,Pacific Junction,IA,51561,406-855-1378,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5041,Reginald,Reed,3670 Thomas Street,Hoffman Estates,IL,60195,802-825-8452,Match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5042,Roderick,Zimmermann,3392 Crestview Manor,Indianapolis,IN,46220,919-218-7411,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
5043,Lyle,McCarter,1524 Quilly Lane,Westerville,OH,43081,617-994-9303,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5044,Jennifer,Rhodes,2690 Clousson Road,Houston,TX,77063,215-799-6259,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5045,Shari,Carney,2949 Hillcrest Avenue,Lexington,MA,2421,805-535-2724,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
5046,Doris,Dews,4800 Marshall Street,Romancoke,MD,21666,401-685-6274,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5047,Betty,Johnson,4579 Cambridge Place,Salisbury,MD,21801,704-526-1614,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5048,Michael,Taylor,1605 Marigold Lane,Doral,FL,33178,786-512-5103,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5049,Jennifer,Picard,138 Angus Road,New York,NY,10021,425-717-6278,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
5050,Marlene,Fabrizio,3117 Travis Street,Stuart,FL,34994,802-713-5681,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
5051,Dolly,Spann,1322 Cedar Lane,Cambridge,MA,2141,419-598-6366,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
5052,Ruby,Cruz,2768 Valley Drive,Philadelphia,PA,19108,607-529-1771,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,FALSE,5
5053,Sherrie,Pugh,962 Stiles Street,Pittsburgh,PA,15205,512-406-5630,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5054,Jo,Corpus,3534 Buffalo Creek Road,Nashville,TN,37214,857-598-1959,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5055,Frieda,Holliman,104 Boggess Street,Wichita Falls,TX,76301,925-262-9211,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5056,Micheal,Leber,1258 Green Street,Nashville,TN,37201,971-327-7749,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5057,Adam,Cooper,730 Raintree Boulevard,Indianapolis,IN,46225,305-228-5390,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
5058,Gilda,Jones,4295 Murphy Court,Eagan,MN,55121,908-532-8978,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5059,Joseph,Fletcher,4163 Maud Street,Wilmington,DE,19801,712-874-5784,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5060,Regina,Neal,1328 Paul Wayne Haggerty Road,Kenner,LA,70065,972-418-1237,Match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Single unit,TRUE,TRUE,1
5061,Donald,Morton,3298 Locust Street,Grand Rapids,MI,49503,916-223-5245,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5062,Dolores,Netto,3157 Johnny Lane,Milwaukee,WI,53202,954-243-2095,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
5063,Duane,Hendrickson,2555 Conference Center Way,Pottsville,PA,17901,662-665-6809,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,2
5064,David,Garcia,26 Hamill Avenue,San Diego,CA,92103,941-204-6896,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,2
5065,Louise,Kleckner,1782 Lynn Ogden Lane,Houston,TX,77006,813-842-6713,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,6
5066,Edward,Lewis,2740 Oak Avenue,Burr Ridge,IL,60527,605-843-8822,No match,TRUE,Landline,FALSE,TRUE,No name found,TRUE,Multi unit,TRUE,TRUE,6
5067,Freddie,Stanley,673 Seneca Drive,Portland,OR,97232,845-619-2584,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5068,Anthony,Columbus,4853 Coal Road,Newfoundland,PA,18445,580-527-8335,No match,TRUE,Mobile,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5069,Margaret,Poe,2095 Horizon Circle,Tacoma,WA,98402,256-215-4023,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5070,Robert,Boyd,3655 Franklin Avenue,Corpus Christi,TX,78476,207-892-3948,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5071,Steven,Littlefield,2806 Edington Drive,Smyrna,GA,30082,212-828-7700,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
5072,Sonia,Bell,3880 Frum Street,Nashville,TN,37027,310-725-7651,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
5073,Ronald,Johnson,4503 Walnut Hill Drive,Cincinnati,OH,45241,954-741-4328,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
5074,Helen,Schmid,2694 Jenna Lane,Urbandale,IA,50322,443-688-6489,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,6
5075,Leland,McKnight,256 Burwell Heights Road,Beaumont,TX,77701,214-237-9644,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,6
5076,Samuel,Moya,506 Pallet Street,West Nyack,NY,10994,248-489-8399,No match,TRUE,Fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5077,Darrell,Lombard,4464 Briarwood Drive,Bridgeton,NJ,8302,806-756-4776,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
5078,Roberto,Perez,3438 Saint Marys Avenue,Syracuse,NY,13202,301-377-6743,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
5079,Penelope,Piper,3951 Pinewood Avenue,Stephenson,MI,49887,816-251-4698,No match,TRUE,Landline,FALSE,TRUE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,2
5080,Matthew,Tackett,2484 Poplar Chase Lane,Boise,ID,83702,970-663-6997,No match,TRUE,Fixed VOIP,FALSE,TRUE,No name found,TRUE,Unknown address type,Unknown,Unknow,6
5081,Jane,Overby,648 Broadcast Drive,Washington,VA,20004,774-270-7316,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5082,Perry,Whitney,4176 Buck Drive,South Burlington,VT,5403,817-399-6035,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5083,Gary,Taylor,2740 Jones Avenue,Winston Salem,NC,27107,937-548-0882,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
5084,Cathy,Ibrahim,3297 McKinley Avenue,Centennial,CO,80111,630-575-6191,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,TRUE,1
5085,Hung,Wheeler,767 Denver Avenue,Mira Loma,CA,91752,302-793-9361,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,2
5086,Darryl,Alcorn,1386 Cityview Drive,Allentown,PA,18101,512-965-5416,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
5087,Jacob,Wilson,2889 Pineview Drive,Rochester,MN,55904,425-880-4329,Match,TRUE,Landline,FALSE,FALSE,No name found,TRUE,Unknown address type,TRUE,Unknow,2
5088,Todd,Ruiz,2381 Doctors Drive,Los Angeles,CA,90045,912-844-6646,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5089,Andrew,Daniels,4912 Cantebury Drive,Garden City,NY,11530,804-484-3590,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
5090,Michael,Romero,2838 Stewart Street,Indianapolis,IN,46225,443-342-5378,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5091,Francine,Robbins,313 Red Hawk Road,Alexandria,MN,56308,512-699-6745,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,3
5092,Lola,Hernandez,1293 Charles Street,Ypsilanti,MI,48198,248-389-1883,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,5
5093,Larry,Williams,1543 Andell Road,Nashville,TN,37211,786-639-9744,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,TRUE,2
5094,Joe,Page,2691 Edsel Road,Sherman Oaks,CA,91403,781-774-1115,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,2
5095,Edmund,Brantley,1769 Juniper Drive,Stanton,MI,48888,256-825-3055,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,FALSE,2
5096,Margie,Friel,3292 Pickens Way,Longview,TX,75604,520-844-5205,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,2
5097,Wilma,Taylor,2205 Stoney Lane,Jersey City,NJ,7304,936-838-7792,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,2
5098,Adeline,Angle,4284 Woodstock Drive,Pasadena,CA,91101,229-259-6348,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,2
5099,Timothy,Cobb,3400 McVaney Road,Hickory,NC,28601,708-533-5450,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,2
5100,William,Moore,3393 Fort Street,Greenville,NC,27834,320-273-2035,No match,TRUE,Fixed VOIP,FALSE,FALSE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
5101,Norma,Soria,2305 Hillcrest Avenue,Cambridge,MA,2138,517-753-7558,Match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,TRUE,1
